X,Y
0,7487.636
1,7378.955
2,7734.227
3,7642.500
4,7738.273
5,8318.409
6,9050.228
7,9634.500
8,10569.000
9,12636.500
10,15898.182
11,24690.908
12,38817.500
13,49692.727
14,54204.090
15,55415.000
16,55580.410
17,56015.363
18,56258.316
19,56246.816
20,56435.000
21,56523.184
22,56483.090
23,56565.684
24,56849.453
25,56997.363
26,57039.316
27,57375.316
28,57341.637
29,57430.273
