1,1,63736
1,2,63721
1,3,63740
1,4,63715
1,5,63771
1,6,63771
1,7,63777
1,8,63736
1,9,63758
1,10,63723
1,11,63697
1,12,63755
1,13,63748
1,14,63808
1,15,63817
1,16,63769
1,17,63798
1,18,63845
1,19,63751
1,20,63807
1,21,63763
1,22,63804
1,23,63884
1,24,63879
1,25,63802
1,26,63906
1,27,63827
1,28,63959
1,29,63865
1,30,63903
1,31,63923
1,32,63860
1,33,63878
1,34,63817
1,35,63899
1,36,63902
1,37,63999
1,38,63863
1,39,63932
1,40,63940
1,41,63924
1,42,63916
1,43,64017
1,44,64192
1,45,64061
1,46,64043
1,47,64082
1,48,64005
1,49,64101
1,50,64080
1,51,64045
1,52,64061
1,53,64120
1,54,64194
1,55,64246
1,56,64280
1,57,64297
1,58,64454
1,59,64393
1,60,64422
1,61,64508
1,62,64606
1,63,64699
1,64,64730
1,65,64846
1,66,64871
1,67,64956
1,68,65057
1,69,65162
1,70,65293
1,71,65364
1,72,65453
1,73,65542
1,74,65706
1,75,65601
1,76,65407
1,77,65469
1,78,65450
1,79,65443
1,80,65404
1,81,65375
1,82,65359
1,83,65355
1,84,65318
1,85,65207
1,86,65162
1,87,65199
1,88,65178
1,89,65133
1,90,65041
1,91,65034
1,92,64987
1,93,64965
1,94,64957
1,95,64977
1,96,64857
1,97,64837
1,98,64744
1,99,64788
1,100,64626
1,101,64687
1,102,64718
1,103,64719
1,104,64785
1,105,64703
1,106,64833
1,107,64934
1,108,64981
1,109,65146
1,110,65500
1,111,66201
1,112,67221
1,113,68839
1,114,72992
1,115,78715
1,116,81950
1,117,84405
1,118,88892
1,119,91320
1,120,87910
1,121,84195
1,122,82948
1,123,80264
1,124,74870
1,125,72064
1,126,70891
1,127,69165
1,128,67756
1,129,67163
1,130,66912
1,131,66583
1,132,66224
1,133,66098
1,134,66099
1,135,65805
1,136,65613
1,137,65408
1,138,65230
1,139,65095
1,140,65018
1,141,64821
1,142,64705
1,143,64673
1,144,64560
1,145,64619
1,146,64489
1,147,64490
1,148,64457
1,149,64362
1,150,64426
1,151,64437
1,152,64283
1,153,64289
1,154,64430
1,155,64302
1,156,64245
1,157,64230
1,158,64228
1,159,64342
1,160,64257
1,161,64270
1,162,64335
1,163,64218
1,164,64312
1,165,64279
1,166,64266
1,167,64268
1,168,64278
1,169,64230
1,170,64327
1,171,64294
1,172,64249
1,173,64351
1,174,64325
1,175,64337
1,176,64391
1,177,64476
1,178,64475
1,179,64597
1,180,64552
1,181,64680
1,182,64848
1,183,64979
1,184,65134
1,185,65389
1,186,65811
1,187,66358
1,188,67024
1,189,67731
1,190,69045
1,191,70853
1,192,73070
1,193,77873
1,194,84514
1,195,92557
1,196,106840
1,197,125641
1,198,138254
1,199,141684
1,200,149685
1,201,154283
1,202,149527
1,203,137358
1,204,126260
1,205,118641
1,206,110151
1,207,97972
1,208,90689
1,209,85549
1,210,81035
1,211,77416
1,212,75144
1,213,73493
1,214,72374
1,215,71675
1,216,71040
1,217,70379
1,218,69851
1,219,69362
1,220,69010
1,221,68869
1,222,68491
1,223,68233
1,224,68019
1,225,67671
1,226,67268
1,227,67210
1,228,66966
1,229,66775
1,230,66668
1,231,66560
1,232,66495
1,233,66482
1,234,66510
1,235,66346
1,236,66327
1,237,66281
1,238,66266
1,239,66102
1,240,66061
1,241,66168
1,242,65989
1,243,66091
1,244,66099
1,245,66097
1,246,66012
1,247,65993
1,248,65932
1,249,65948
1,250,66044
1,251,66006
1,252,65881
1,253,65945
1,254,65965
1,255,66035
1,256,65943
1,257,65948
1,258,65985
1,259,65925
1,260,65950
1,261,65972
1,262,65961
1,263,65983
1,264,65964
1,265,66002
1,266,65991
1,267,65961
1,268,66008
1,269,66039
1,270,66034
1,271,65956
1,272,65995
1,273,66045
1,274,65980
1,275,66081
1,276,66105
1,277,66155
1,278,66223
1,279,66100
1,280,66153
1,281,66215
1,282,66278
1,283,66344
1,284,66485
1,285,66307
1,286,66298
1,287,66417
1,288,66388
1,289,66470
1,290,66436
1,291,66476
1,292,66563
1,293,66632
1,294,66715
1,295,66932
1,296,66931
1,297,67017
1,298,67073
1,299,66744
1,300,66759
1,301,66672
1,302,66756
1,303,66639
1,304,66471
1,305,66823
1,306,66467
1,307,66379
1,308,66319
1,309,66204
1,310,66304
1,311,66264
1,312,66263
1,313,66255
1,314,66328
1,315,66144
1,316,66125
1,317,66175
1,318,66239
1,319,66268
1,320,66315
1,321,66417
1,322,66454
1,323,66621
1,324,66757
1,325,66795
1,326,66899
1,327,66946
1,328,66877
1,329,66806
1,330,66854
1,331,66821
1,332,66687
1,333,66851
1,334,66779
1,335,66640
1,336,66569
1,337,66465
1,338,66462
1,339,66461
1,340,66376
1,341,66549
1,342,66295
1,343,66359
1,344,66265
1,345,66348
1,346,66344
1,347,66269
1,348,66388
1,349,66393
1,350,66503
1,351,66611
1,352,66837
1,353,66946
1,354,67115
1,355,67507
1,356,67546
1,357,67564
1,358,67524
1,359,67525
1,360,67359
1,361,67491
1,362,67102
1,363,66884
1,364,66876
1,365,66714
1,366,66551
1,367,66483
1,368,66320
1,369,66310
1,370,66254
1,371,66317
1,372,66151
1,373,66111
1,374,66163
1,375,66166
1,376,66151
1,377,66111
1,378,66065
1,379,66096
1,380,66037
1,381,66080
1,382,66065
1,383,66201
1,384,66100
1,385,66149
1,386,66104
1,387,66063
1,388,66249
1,389,66140
1,390,66070
1,391,66119
1,392,66066
1,393,66083
1,394,66066
1,395,66127
1,396,66150
1,397,66161
1,398,66097
1,399,66037
1,400,66081
1,401,66173
1,402,66132
1,403,66269
1,404,66215
1,405,66217
1,406,66266
1,407,66233
1,408,66361
1,409,66192
1,410,66265
1,411,66295
1,412,66347
1,413,66432
1,414,66397
1,415,66431
1,416,66333
1,417,66257
1,418,66219
1,419,66195
1,420,66253
1,421,66280
1,422,66304
1,423,66201
1,424,66302
1,425,66202
1,426,66149
1,427,66126
1,428,66203
1,429,66216
1,430,66205
1,431,66187
1,432,66198
1,433,66191
1,434,66242
1,435,66156
1,436,66210
1,437,66125
1,438,66152
1,439,66204
1,440,66264
1,441,66191
1,442,66167
1,443,66180
1,444,66170
1,445,66144
1,446,66236
1,447,66203
1,448,66168
1,449,66081
1,450,66237
1,451,66250
1,452,66225
1,453,66289
1,454,66308
1,455,66285
1,456,66199
1,457,66247
1,458,66236
1,459,66267
1,460,66321
1,461,66482
1,462,66263
1,463,66296
1,464,66345
1,465,66381
1,466,66328
1,467,66325
1,468,66370
1,469,66432
1,470,66425
1,471,66548
1,472,66397
1,473,66376
1,474,66484
1,475,66440
1,476,66416
1,477,66433
1,478,66493
1,479,66520
1,480,66421
1,481,66455
1,482,66345
1,483,66320
1,484,66381
1,485,66348
1,486,66399
1,487,66466
1,488,66353
1,489,66395
1,490,66443
1,491,66433
1,492,66480
1,493,66392
1,494,66478
1,495,66456
1,496,66512
1,497,66414
1,498,66413
1,499,66471
1,500,66406
1,501,66462
1,502,66511
1,503,66483
1,504,66466
1,505,66514
1,506,66489
1,507,66588
1,508,66738
1,509,66579
1,510,66504
1,511,66582
1,512,66572
1,513,66644
1,514,66756
1,515,66710
1,516,66714
1,517,66928
1,518,66828
1,519,66890
1,520,66942
1,521,67121
1,522,67291
1,523,67238
1,524,67369
1,525,67631
1,526,67901
1,527,68317
1,528,68977
1,529,69986
1,530,71181
1,531,73077
1,532,76344
1,533,80393
1,534,85376
1,535,90444
1,536,93759
1,537,94852
1,538,93262
1,539,89296
1,540,83424
1,541,78171
1,542,74061
1,543,71221
1,544,69479
1,545,68638
1,546,68153
1,547,67709
1,548,67696
1,549,67354
1,550,67218
1,551,67160
1,552,67057
1,553,67048
1,554,66875
1,555,66916
1,556,66928
1,557,66879
1,558,66881
1,559,66786
1,560,66779
1,561,66738
1,562,66758
1,563,66718
1,564,66774
1,565,66613
1,566,66541
1,567,66715
1,568,66600
1,569,66578
1,570,66552
1,571,66587
1,572,66625
1,573,66595
1,574,66613
1,575,66716
1,576,66659
1,577,66746
1,578,66686
1,579,66693
1,580,66730
1,581,66712
1,582,66714
1,583,66714
1,584,66813
1,585,66833
1,586,66853
1,587,67062
1,588,67050
1,589,67183
1,590,67061
1,591,67275
1,592,67341
1,593,67376
1,594,67447
1,595,67491
1,596,67660
1,597,67751
1,598,68010
1,599,68118
1,600,68380
1,601,68518
1,602,68738
1,603,68828
1,604,68893
1,605,68856
1,606,68950
1,607,69127
1,608,69232
1,609,69541
1,610,69858
1,611,70264
1,612,70584
1,613,70838
1,614,70999
1,615,70742
1,616,70346
1,617,69849
1,618,69292
1,619,68824
1,620,68351
1,621,67991
1,622,67865
1,623,67555
1,624,67530
1,625,67398
1,626,67438
1,627,67244
1,628,67245
1,629,67323
1,630,67234
1,631,67166
1,632,67156
1,633,67063
1,634,67090
1,635,66977
1,636,67026
1,637,66969
1,638,66950
1,639,66983
1,640,66873
1,641,66827
1,642,66849
1,643,66906
1,644,66843
1,645,66740
1,646,66628
1,647,66670
1,648,66641
1,649,66685
1,650,66621
1,651,66630
1,652,66597
1,653,66718
1,654,66741
1,655,66648
1,656,66670
1,657,66633
1,658,66671
1,659,66740
1,660,66632
1,661,66767
1,662,66727
1,663,66694
1,664,66654
1,665,66657
1,666,66669
1,667,66652
1,668,66692
1,669,66707
1,670,66795
1,671,66762
1,672,66739
1,673,66825
1,674,66693
1,675,66782
1,676,66827
1,677,66815
1,678,66855
1,679,66963
1,680,66900
1,681,67591
1,682,66906
1,683,66947
1,684,66919
1,685,67008
1,686,66963
1,687,67029
1,688,67092
1,689,67135
1,690,67137
1,691,67224
1,692,67338
1,693,67283
1,694,67299
1,695,67520
1,696,67598
1,697,67753
1,698,67837
1,699,67919
1,700,68101
1,701,68282
1,702,68533
1,703,68720
1,704,68986
1,705,69122
1,706,69239
1,707,69490
1,708,69527
1,709,69575
1,710,69538
1,711,69598
1,712,69653
1,713,69601
1,714,69749
1,715,69926
1,716,70011
1,717,70313
1,718,70456
1,719,70775
1,720,70910
1,721,70960
1,722,70979
1,723,70813
1,724,70501
1,725,70299
1,726,69725
1,727,69427
1,728,69235
1,729,69040
1,730,68841
1,731,68713
1,732,68763
1,733,68738
1,734,68692
1,735,68756
1,736,68787
1,737,68830
1,738,69006
1,739,69149
1,740,69216
1,741,69248
1,742,69116
1,743,68978
1,744,68984
1,745,68735
1,746,68555
1,747,68156
1,748,67973
1,749,67910
1,750,67875
1,751,67760
1,752,67692
1,753,67603
1,754,67528
1,755,67528
1,756,67484
1,757,67375
1,758,67301
1,759,67270
1,760,67363
1,761,67227
1,762,67281
1,763,67265
1,764,67240
1,765,67207
1,766,67162
1,767,67162
1,768,67230
1,769,67230
1,770,67089
1,771,67194
1,772,67171
1,773,67156
1,774,67147
1,775,67180
1,776,67207
1,777,67125
1,778,67151
1,779,67088
1,780,67169
1,781,67079
1,782,67189
1,783,67205
1,784,67252
1,785,67299
1,786,67261
1,787,67186
1,788,67141
1,789,67166
1,790,67161
1,791,67291
1,792,67244
1,793,67178
1,794,67150
1,795,67121
1,796,67263
1,797,67314
1,798,67309
1,799,67215
1,800,67312
1,801,67288
1,802,67353
1,803,67324
1,804,67305
1,805,67274
1,806,67313
1,807,67411
1,808,67304
1,809,67369
1,810,67325
1,811,67389
1,812,67436
1,813,67427
1,814,67549
1,815,67644
1,816,67561
1,817,67648
1,818,67699
1,819,67786
1,820,67847
1,821,67878
1,822,67955
1,823,68017
1,824,68049
1,825,68047
1,826,68066
1,827,68163
1,828,68214
1,829,68160
1,830,68317
1,831,68321
1,832,68364
1,833,68285
1,834,68417
1,835,68489
1,836,68513
1,837,68322
1,838,68487
1,839,68509
1,840,68400
1,841,68555
1,842,68627
1,843,68611
1,844,68489
1,845,68770
1,846,68646
1,847,68760
1,848,68938
1,849,69083
1,850,69301
1,851,69475
1,852,69508
1,853,69821
1,854,69626
1,855,69628
1,856,69558
1,857,69408
1,858,69154
1,859,68996
1,860,68908
1,861,68757
1,862,68622
1,863,68650
1,864,68552
1,865,68521
1,866,68514
1,867,68566
1,868,68529
1,869,68694
1,870,68745
1,871,68671
1,872,68629
1,873,68643
1,874,68542
1,875,68607
1,876,68581
1,877,68631
1,878,68692
